"","date","CPI","IRS","IRL","CPI","GGDP","inflation"
"1","2009Q4",97.9630294194676,0.0129029021800419,0.0112751988454314,97.9630294194676,NA,NA
"2","2010Q1",98.8350009392752,0.0141029518552369,0.011474281556253,98.8350009392752,0.0110455044312712,0.00886164586554017
"3","2010Q2",99.8142120276869,0.014347012145746,0.0113628157259793,99.8142120276869,0.00727073201430617,0.00985877572845961
"4","2010Q3",100.378068058881,0.014110843731803,0.0115936455831775,100.378068058881,0.00593127656391701,0.00563315950041066
"5","2010Q4",100.977034833939,0.0138192459872682,0.0113150328512161,100.977034833939,0.00601223135002993,0.00594937533896989
"6","2011Q1",101.15218859988,0.0131322913460715,0.011115847147552,101.15218859988,0.00913275377483824,0.00173308744580147
"7","2011Q2",101.684291948255,0.0122689594116482,0.0121340329764921,101.684291948255,0.0011578163701671,0.0052466357880574
"8","2011Q3",102.110832520447,0.0115299839033883,0.0120149267435827,102.110832520447,0.00598353385218608,0.00418598036768358
"9","2011Q4",102.021930404861,0.00962080743519156,0.0114504019104139,102.021930404861,0.00392067708190247,-0.000871022563289081
"10","2012Q1",102.378739211367,0.00954061527358721,0.0119990575098755,102.378739211367,0.00518123329392051,0.00349127201592836
"11","2012Q2",102.959726728841,0.00972504525477853,0.0124593087117929,102.959726728841,0.0053755283387682,0.00565884297618258
"12","2012Q3",103.669624861317,0.00932394618592423,0.0113946579407538,103.669624861317,0.00731348686489941,0.00687124960814334
"13","2012Q4",104.611927929091,0.00931592582605936,0.0112831804924234,104.611927929091,0.00511816635371165,0.00904842012468077
"14","2013Q1",105.517448682682,0.00881765352047983,0.0109005395702595,105.517448682682,0.00496936586656727,0.00861875072943175
"15","2013Q2",106.085734868148,0.00848760178722501,0.0110201777827666,106.085734868148,0.00579002253039818,0.00537125710684005
"16","2013Q3",106.691170888614,0.00838287080219809,0.011474281556253,106.691170888614,0.0109513145018054,0.00569082111853625
"17","2013Q4",107.374364295453,0.00923561169933279,0.0119275619841025,107.374364295453,0.0105938379651187,0.00638305204882261
"18","2014Q1",107.695210725944,0.0097888316000574,0.0116428785772034,107.695210725944,0.00735183254241445,0.00298365464737671
"19","2014Q2",108.027619196456,0.0106894299486575,0.0124107834052175,108.027619196456,0.00238027781242423,0.00308181321115875
"20","2014Q3",108.287899510243,0.011448722289465,0.012218413186914,108.287899510243,3.26485546366939e-05,0.00240648882663308
"21","2014Q4",108.9254493135,0.0114136148327268,0.0113948251434804,108.9254493135,0.0062606533175078,0.00587028041830528
"22","2015Q1",109.609792755679,0.0114915451195825,0.0113439425816902,109.609792755679,0.00609565239558396,0.00626302350752539
"23","2015Q2",110.112768992028,0.0113898886349421,0.0108636714862395,110.112768992028,0.0123213219745688,0.00457829283357736
"24","2015Q3",110.828600845075,0.0108209803723828,0.0104748734523358,110.828600845075,0.00799758539501205,0.00647985805738927
"25","2015Q4",111.256073876914,0.0108028643696239,0.010509074239135,111.256073876914,0.0106549192560834,0.00384964482844108
"26","2016Q1",111.793032858377,0.0107410046868631,0.0102432557787157,111.793032858377,0.00497273679824506,0.0048147246731256
"27","2016Q2",112.555588333324,0.0109740759961116,0.0112680374502548,112.555588333324,0.00305809340594276,0.0067979772510034
"28","2016Q3",113.473911457659,0.011501573198204,0.0112924920918528,113.473911457659,0.00206449578396395,0.00812573737559674
"29","2016Q4",114.302801224176,0.0122142865132699,0.0112275665344147,114.302801224176,0.00940927756218901,0.00727812264639294
"30","2017Q1",114.999374669137,0.0129667532782045,0.0118677998699278,114.999374669137,0.0112664522371064,0.0060756125402408
"31","2017Q2",115.42900202472,0.0135073577706379,0.0126905466770414,115.42900202472,0.0122632025167615,0.00372894918221611
"32","2017Q3",115.476925355945,0.013983290881814,0.0126345398362093,115.476925355945,0.0117272522443166,0.000415089664057788
"33","2017Q4",116.738280072539,0.0133123533180614,0.0117030841353342,116.738280072539,0.00184948277968733,0.0108637771574038
"34","2018Q1",117.717515169076,0.0122156356256096,0.0110527812310664,117.717515169076,0.000856377040764578,0.00835330847411964
"35","2018Q2",119.298351172537,0.012109589065135,0.0119766498344477,119.298351172537,-0.00911404446403985,0.0133396929912886
"36","2018Q3",121.054400586963,0.0120234328100291,0.0116781129158368,121.054400586963,-0.0178220726536571,0.0146125280306251
"37","2018Q4",121.299624131186,0.00573463870121839,0.0101733365613552,121.299624131186,-0.0210663715502033,0.00202368108552964
"38","2019Q1",121.209643091813,0.00183963154559977,0.00868850538832441,121.209643091813,-0.0151053632265485,-0.000742083340012911
"39","2019Q2",121.823190457816,0.00137603940683914,0.00880148348311899,121.823190457816,-0.00173644678599327,0.00504910106583445
"40","2019Q3",122.875960884619,0.00100663730647438,0.00915899132809866,122.875960884619,0.00394911815359222,0.00860466345414945
"41","2019Q4",123.860188482905,0.00102796700132329,0.00917634321210246,123.860188482905,0.00412105305646104,0.00797801879627968
"42","2020Q1",125.075176332233,0.00123535940725859,0.00994984796007862,125.075176332233,0.00590712326129683,0.00976154993497236
"43","2020Q2",126.017368000154,0.001238427523248,0.00934690595368385,126.017368000154,0.00710110766180438,0.00750477153805473
"44","2020Q3",126.739705957274,0.00123784707175953,0.00803102935483556,126.739705957274,0.00610410707122977,0.00571568512261855
"45","2020Q4",128.027412691028,0.00123933965857838,0.00814914458650699,128.027412691028,-0.00435906968991873,0.0101089787930206
"46","2021Q1",130.153027107007,0.00133153107952019,0.00924027772295036,130.153027107007,0.00499695360832764,0.0164664871328215
"47","2021Q2",131.539738697292,0.00133932268103647,0.0087007390998643,131.539738697292,0.000809999501498737,0.0105981116108893
"48","2021Q3",132.81303049242,0.00117855099797631,0.0070153913592133,132.81303049242,0.00608597669910171,0.00963335202397353
"49","2021Q4",134.03075980513,0.000997258304316123,0.00575565025269766,134.03075980513,-0.00129785871559474,0.0091269709860855
"50","2022Q1",134.615185276055,0.000948116541794825,0.00545235895941438,134.615185276055,-0.000692511211734192,0.00435090425576412
"51","2022Q2",135.148041053561,0.000933172874435096,0.00484695884989027,135.148041053561,-0.0037256191607451,0.00395054935969341
"52","2022Q3",136.072313318168,0.000650735684170824,0.00415175096259317,136.072313318168,0.00934601765620879,0.00681568199200999
"53","2022Q4",137.598534127376,0.000591050767047232,0.00443165441736851,137.598534127376,-0.00294718464883115,0.0111538122982484
"54","2023Q1",138.305550818813,0.00076673968423529,0.00540049696692552,138.305550818813,0.00299678194634279,0.00512510163925128
